chemical,protein,combined_score
CID000000996,ENSP00000339933,0.239
CID000000702,ENSP00000339933,0.321
CID000439278,ENSP00000339933,0.912
CID000186004,ENSP00000339933,0.191
CID000005958,ENSP00000339933,0.182
CID000082400,ENSP00000339933,0.18
CID000000887,ENSP00000339933,0.207
CID000001032,ENSP00000339933,0.165
CID000000174,ENSP00000339933,0.165
CID000000297,ENSP00000339933,0.163
CID000146302,ENSP00000339933,0.204
CID000000186,ENSP00000339933,0.208
CID000439184,ENSP00000339933,0.199
CID000165007,ENSP00000339933,0.161
CID000006579,ENSP00000339933,0.201
CID000440641,ENSP00000339933,0.32
CID000010267,ENSP00000339933,0.994
CID000222656,ENSP00000339933,0.18
CID000001198,ENSP00000339933,0.207
CID000000943,ENSP00000339933,0.152
CID000005757,ENSP00000339933,0.196
CID000006030,ENSP00000339933,0.18
CID000006029,ENSP00000339933,0.257
CID000065091,ENSP00000339933,0.221
CID000000764,ENSP00000339933,0.161
CID000006306,ENSP00000339933,0.161
CID000005962,ENSP00000339933,0.197
CID000000085,ENSP00000339933,0.478
CID000000602,ENSP00000339933,0.849
CID000006032,ENSP00000339933,0.18
CID000006140,ENSP00000339933,0.165
CID000015625,ENSP00000339933,0.15
CID000011087,ENSP00000339933,0.164
CID000134970,ENSP00000339933,0.199
CID000439190,ENSP00000339933,0.256
CID000091493,ENSP00000339933,0.34
CID000079014,ENSP00000339933,0.853
CID000000679,ENSP00000339933,0.165
CID000439162,ENSP00000339933,0.251
CID000000753,ENSP00000339933,0.343
CID000000670,ENSP00000339933,0.182
CID000007618,ENSP00000339933,0.166
CID000006076,ENSP00000339933,0.239
CID000006802,ENSP00000339933,0.18
CID000065103,ENSP00000339933,0.919
CID000000767,ENSP00000339933,0.194
CID000439220,ENSP00000339933,0.909
CID000000611,ENSP00000339933,0.269
CID000444485,ENSP00000339933,0.191
CID000000170,ENSP00000339933,0.156
CID000001140,ENSP00000339933,0.199
CID000002336,ENSP00000339933,0.15
CID000439205,ENSP00000339933,0.212
CID000000529,ENSP00000339933,0.983
CID000160666,ENSP00000339933,0.811
CID009548602,ENSP00000339933,0.282
CID000006597,ENSP00000339933,0.815
CID000006421,ENSP00000339933,0.324
CID000005957,ENSP00000340200,0.9
CID000001023,ENSP00000340200,0.9
CID000000750,ENSP00000340200,0.921
CID000445344,ENSP00000340200,0.69
CID000087642,ENSP00000340200,0.936
CID000006083,ENSP00000340200,0.9
CID000000242,ENSP00000340200,0.911
CID011966205,ENSP00000340200,0.153
CID009543169,ENSP00000340200,0.9
CID000000338,ENSP00000340200,0.9
CID000000464,ENSP00000340200,0.908
CID000005994,ENSP00000340200,0.15
CID000005757,ENSP00000340200,0.15
CID000015625,ENSP00000340200,0.15
CID000000264,ENSP00000340200,0.334
CID000002336,ENSP00000340200,0.15
CID003082032,ENSP00000340200,0.9
CID000068144,ENSP00000340200,0.183
CID000025310,ENSP00000340296,0.153
CID011966166,ENSP00000340296,0.15
CID000005957,ENSP00000340296,0.9
CID000001023,ENSP00000340296,0.9
CID000000712,ENSP00000340296,0.199
CID000087642,ENSP00000340296,0.9
CID000006083,ENSP00000340296,0.904
CID000068152,ENSP00000340296,0.153
CID000000242,ENSP00000340296,0.157
CID000000241,ENSP00000340296,0.15
CID000007420,ENSP00000340296,0.166
CID000000227,ENSP00000340296,0.15
CID000012122,ENSP00000340296,0.159
CID003080625,ENSP00000340296,0.195
CID000000943,ENSP00000340296,0.199
CID000165390,ENSP00000340296,0.205
CID003082032,ENSP00000340296,0.9
CID000005793,ENSP00000340466,0.161
CID000017106,ENSP00000340466,0.184
CID000000961,ENSP00000340466,0.903
CID000001117,ENSP00000340466,0.152
CID024892719,ENSP00000340466,0.285
CID024892721,ENSP00000340466,0.263
CID000066370,ENSP00000340466,0.923
CID000439193,ENSP00000340466,0.254
CID000122250,ENSP00000340466,0.16
CID000439174,ENSP00000340466,0.226
CID000439544,ENSP00000340466,0.159
CID000105024,ENSP00000340466,0.234
CID005280443,ENSP00000340466,0.166
CID000094154,ENSP00000340466,0.166
CID000018950,ENSP00000340466,0.346
CID000165271,ENSP00000340466,0.26
CID000072301,ENSP00000340466,0.15
CID000051683,ENSP00000340466,0.208
CID000006581,ENSP00000340466,0.176
CID000444493,ENSP00000340523,0.15
CID000000175,ENSP00000340523,0.194
CID000001132,ENSP00000340523,0.15
CID000000668,ENSP00000340523,0.175
CID000005988,ENSP00000340523,0.151
CID000000961,ENSP00000340523,0.912
CID000005957,ENSP00000340523,0.938
CID000005892,ENSP00000340523,0.99
CID000439153,ENSP00000340523,0.193
CID000000977,ENSP00000340523,0.356
CID000006022,ENSP00000340523,0.912
CID000001003,ENSP00000340523,0.267
CID000001023,ENSP00000340523,0.917
CID000001110,ENSP00000340523,0.151
CID000000783,ENSP00000340523,0.925
CID000005885,ENSP00000340523,0.279
CID000000280,ENSP00000340523,0.915
CID000000750,ENSP00000340523,0.176
CID000000283,ENSP00000340523,0.387
CID000000222,ENSP00000340523,0.192
CID000006083,ENSP00000340523,0.912
CID000001117,ENSP00000340523,0.152
CID000005961,ENSP00000340523,0.912
CID000007339,ENSP00000340523,0.9
CID000060961,ENSP00000340523,0.259
CID000033032,ENSP00000340523,0.907
CID000006322,ENSP00000340523,0.178
CID000000311,ENSP00000340523,0.371
CID000000305,ENSP00000340523,0.152
CID000006613,ENSP00000340523,0.273
CID000001066,ENSP00000340523,0.906
CID000000978,ENSP00000340523,0.267
CID000000702,ENSP00000340523,0.192
CID000021706,ENSP00000340523,0.191
CID000006037,ENSP00000340523,0.235
CID000001130,ENSP00000340523,0.273
CID000005962,ENSP00000340523,0.232
CID000000768,ENSP00000340523,0.153
CID000000602,ENSP00000340523,0.257
CID000000936,ENSP00000340523,0.905
CID000000937,ENSP00000340523,0.161
CID000014180,ENSP00000340523,0.996
CID000165490,ENSP00000340523,0.991
CID000121991,ENSP00000340523,0.936
CID000000457,ENSP00000340523,0.177
CID000439924,ENSP00000340523,0.919
CID000068499,ENSP00000340523,0.192
CID000069698,ENSP00000340523,0.16
CID000001050,ENSP00000340523,0.183
CID000001054,ENSP00000340523,0.265
CID000001052,ENSP00000340523,0.171
CID000493570,ENSP00000340523,0.279
CID000000679,ENSP00000340523,0.351
CID000000753,ENSP00000340523,0.431
CID000000611,ENSP00000340523,0.183
CID000000784,ENSP00000340523,0.22
CID000088052,ENSP00000340523,0.16
CID000000175,ENSP00000340684,0.905
CID000000961,ENSP00000340684,0.907
CID000005892,ENSP00000340684,0.9
CID000439153,ENSP00000340684,0.9
CID000000977,ENSP00000340684,0.915
CID000000783,ENSP00000340684,0.9
CID000005884,ENSP00000340684,0.9
CID000005885,ENSP00000340684,0.9
CID000000280,ENSP00000340684,0.909
CID000000712,ENSP00000340684,0.9
CID000000222,ENSP00000340684,0.909
CID000005950,ENSP00000340684,0.2
CID000000119,ENSP00000340684,0.169
CID000440162,ENSP00000340684,0.182
CID000006305,ENSP00000340684,0.908
CID000005862,ENSP00000340684,0.9
CID000193545,ENSP00000340684,0.9
CID000000273,ENSP00000340684,0.192
CID000145742,ENSP00000340684,0.383
CID000001102,ENSP00000340684,0.484
CID000001103,ENSP00000340684,0.512
CID000000075,ENSP00000340684,0.275
CID000000135,ENSP00000340684,0.159
CID000447277,ENSP00000340684,0.218
CID000010402,ENSP00000340684,0.155
CID009549328,ENSP00000340684,0.161
CID000034755,ENSP00000340684,0.9
CID000446220,ENSP00000340684,0.385
CID000638024,ENSP00000340684,0.601
CID000007967,ENSP00000340684,0.218
CID000162180,ENSP00000340684,0.909
CID000162976,ENSP00000340684,0.9
CID009944000,ENSP00000340684,0.9
CID000000880,ENSP00000340684,0.9
CID000439155,ENSP00000340684,0.9
CID000000998,ENSP00000340684,0.915
CID000009294,ENSP00000340684,0.184
CID000007028,ENSP00000340684,0.837
CID000001001,ENSP00000340684,0.976
CID000443201,ENSP00000340684,0.186
CID000643975,ENSP00000340684,0.989
CID005280489,ENSP00000340684,0.281
CID000000647,ENSP00000340684,0.154
CID000441133,ENSP00000340684,0.16
CID000000227,ENSP00000340684,0.2
CID000001669,ENSP00000340684,0.923
CID000162602,ENSP00000340684,0.221
CID000006623,ENSP00000340684,0.15
CID000000999,ENSP00000340684,0.906
CID000115084,ENSP00000340684,0.154
CID000002554,ENSP00000340684,0.219
CID002733525,ENSP00000340684,0.163
CID000005994,ENSP00000340684,0.833
CID000005870,ENSP00000340684,0.2
CID000006013,ENSP00000340684,0.816
CID000005754,ENSP00000340684,0.25
CID000005757,ENSP00000340684,0.273
CID000005753,ENSP00000340684,0.218
CID000068570,ENSP00000340684,0.17
CID000005756,ENSP00000340684,0.163
CID000247304,ENSP00000340684,0.155
CID000000500,ENSP00000340684,0.185
CID000000768,ENSP00000340684,0.219
CID000012326,ENSP00000340684,0.152
CID000000942,ENSP00000340684,0.8
CID000493570,ENSP00000340684,0.8
CID000036294,ENSP00000340684,0.256
CID000033042,ENSP00000340684,0.185
CID000001150,ENSP00000340684,0.954
CID000006140,ENSP00000340684,0.917
CID000015625,ENSP00000340684,0.15
CID000003121,ENSP00000340684,0.8
CID000002771,ENSP00000340684,0.93
CID000002907,ENSP00000340684,0.15
CID000006329,ENSP00000340684,0.908
CID000005610,ENSP00000340684,0.957
CID000000753,ENSP00000340684,0.906
CID000013804,ENSP00000340684,0.9
CID000000187,ENSP00000340684,0.822
CID000006047,ENSP00000340684,0.331
CID000439260,ENSP00000340684,0.993
CID000005815,ENSP00000340684,0.917
CID000000547,ENSP00000340684,0.945
CID000000681,ENSP00000340684,0.992
CID000440113,ENSP00000340684,0.907
CID000119219,ENSP00000340684,0.91
CID000091528,ENSP00000340684,0.93
CID000151725,ENSP00000340684,0.921
CID000085782,ENSP00000340684,0.909
CID000151276,ENSP00000340684,0.915
CID000001738,ENSP00000340684,0.483
CID000440729,ENSP00000340684,0.9
CID000001245,ENSP00000340684,0.907
CID000688084,ENSP00000340684,0.9
CID000688100,ENSP00000340684,0.9
CID000010805,ENSP00000340684,0.542
CID000010393,ENSP00000340684,0.8
CID000074688,ENSP00000340684,0.917
CID000001826,ENSP00000340684,0.953
CID000164719,ENSP00000340684,0.9
CID000001833,ENSP00000340684,0.9
CID000018986,ENSP00000340684,0.906
CID000105024,ENSP00000340684,0.351
CID000000611,ENSP00000340684,0.18
CID000579061,ENSP00000340684,0.15
CID000003314,ENSP00000340684,0.826
CID005280343,ENSP00000340684,0.376
CID005280443,ENSP00000340684,0.342
CID005280445,ENSP00000340684,0.226
CID000089594,ENSP00000340684,0.198
CID000002336,ENSP00000340684,0.392
CID000007501,ENSP00000340684,0.8
CID000008530,ENSP00000340684,0.378
CID000000784,ENSP00000340684,0.913
CID000065058,ENSP00000340684,0.368
CID000122356,ENSP00000340684,0.912
CID000439968,ENSP00000340684,0.182
CID000005942,ENSP00000340684,0.172
CID000440850,ENSP00000340684,0.9
CID000003614,ENSP00000340684,0.909
CID000000800,ENSP00000340684,0.911
CID000439280,ENSP00000340684,0.199
CID000005202,ENSP00000340684,0.992
CID000000801,ENSP00000340684,0.913
CID000010685,ENSP00000340684,0.9
CID000000903,ENSP00000340684,0.162
CID000000896,ENSP00000340684,0.915
CID005281672,ENSP00000340684,0.193
CID005280362,ENSP00000340684,0.166
CID005280417,ENSP00000340684,0.278
CID005280681,ENSP00000340684,0.279
CID005280682,ENSP00000340684,0.276
CID005280453,ENSP00000341045,0.8
CID005280352,ENSP00000341045,0.933
CID000443210,ENSP00000341045,0.155
CID000121966,ENSP00000341045,0.167
CID000000996,ENSP00000341045,0.315
CID000000289,ENSP00000341045,0.169
CID000000980,ENSP00000341045,0.18
CID005360621,ENSP00000341045,0.159
CID013103864,ENSP00000341045,0.161
CID005484731,ENSP00000341045,0.18
CID000033037,ENSP00000341045,0.162
CID000439244,ENSP00000341045,0.182
CID000006031,ENSP00000341045,0.98
CID005288826,ENSP00000341045,0.916
CID005284371,ENSP00000341045,0.911
CID002733525,ENSP00000341045,0.161
CID000104842,ENSP00000341045,0.908
CID000005870,ENSP00000341045,0.914
CID000005879,ENSP00000341045,0.939
CID000006013,ENSP00000341045,0.924
CID000005757,ENSP00000341045,0.92
CID000005881,ENSP00000341045,0.159
CID000010635,ENSP00000341045,0.258
CID000005880,ENSP00000341045,0.915
CID000005756,ENSP00000341045,0.94
CID000440624,ENSP00000341045,0.9
CID000066414,ENSP00000341045,0.9
CID000108192,ENSP00000341045,0.514
CID000114833,ENSP00000341045,0.394
CID011073781,ENSP00000341045,0.172
CID005280385,ENSP00000341045,0.171
CID005316860,ENSP00000341045,0.15
CID005280460,ENSP00000341045,0.385
CID005280507,ENSP00000341045,0.15
CID011953815,ENSP00000341045,0.152
CID005280817,ENSP00000341045,0.9
CID000003314,ENSP00000341045,0.256
CID000008768,ENSP00000341045,0.15
CID000007005,ENSP00000341045,0.5
CID010090750,ENSP00000341045,0.239
CID000017473,ENSP00000341045,0.947
CID000094715,ENSP00000341045,0.369
CID000444795,ENSP00000341045,0.9
CID005281877,ENSP00000341045,0.455
CID000008259,ENSP00000341045,0.9
CID000005793,ENSP00000341083,0.187
CID000005957,ENSP00000341083,0.273
CID000000977,ENSP00000341083,0.236
CID000001023,ENSP00000341083,0.9
CID000023930,ENSP00000341083,0.173
CID000000280,ENSP00000341083,0.18
CID000006830,ENSP00000341083,0.93
CID000006804,ENSP00000341083,0.235
CID000060961,ENSP00000341083,0.186
CID000006322,ENSP00000341083,0.302
CID000009750,ENSP00000341083,0.237
CID005280353,ENSP00000341083,0.204
CID000001188,ENSP00000341083,0.167
CID000024316,ENSP00000341083,0.952
CID000024529,ENSP00000341083,0.286
CID000000943,ENSP00000341083,0.287
CID000145068,ENSP00000341083,0.81
CID000000281,ENSP00000341083,0.286
CID000000187,ENSP00000341083,0.285
CID000444899,ENSP00000341083,0.171
CID005280427,ENSP00000341083,0.204
CID000006076,ENSP00000341083,0.259
CID000006802,ENSP00000341083,0.237
CID000000767,ENSP00000341083,0.206
CID000439260,ENSP00000341083,0.24
CID000105024,ENSP00000341083,0.173
CID000089594,ENSP00000341083,0.306
CID000000784,ENSP00000341083,0.164
CID000023925,ENSP00000341083,0.163
CID000000961,ENSP00000341117,0.9
CID000000783,ENSP00000341117,0.9
CID000000750,ENSP00000341117,0.9
CID000000760,ENSP00000341117,0.197
CID000005951,ENSP00000341117,0.943
CID000000222,ENSP00000341117,0.9
CID000091443,ENSP00000341117,0.9
CID000000058,ENSP00000341117,0.286
CID000439175,ENSP00000341117,0.9
CID000006288,ENSP00000341117,0.321
CID000006613,ENSP00000341117,0.19
CID000000070,ENSP00000341117,0.171
CID000071077,ENSP00000341117,0.337
CID000151187,ENSP00000341117,0.16
CID000080283,ENSP00000341117,0.151
CID000001051,ENSP00000341117,0.982
CID000000777,ENSP00000341117,0.175
CID000000217,ENSP00000341117,0.179
CID005280981,ENSP00000341117,0.207
CID009543219,ENSP00000341117,0.19
CID000439459,ENSP00000341117,0.182
CID005280523,ENSP00000341117,0.154
CID000006306,ENSP00000341117,0.167
CID000643798,ENSP00000341117,0.165
CID000439766,ENSP00000341117,0.18
CID046173135,ENSP00000341117,0.154
CID010261389,ENSP00000341117,0.182
CID000196427,ENSP00000341117,0.209
CID000089594,ENSP00000341117,0.245
CID000002336,ENSP00000341117,0.15
CID005281166,ENSP00000341117,0.224
CID000006131,ENSP00000341117,0.27
CID000035717,ENSP00000341562,0.732
CID000000783,ENSP00000341562,0.9
CID000638072,ENSP00000341562,0.183
CID000445675,ENSP00000341562,0.182
CID000448209,ENSP00000341562,0.199
CID023724461,ENSP00000341562,0.968
CID000439197,ENSP00000341562,0.282
CID000065094,ENSP00000341562,0.253
CID000006031,ENSP00000341562,0.9
CID000005757,ENSP00000341562,0.15
CID005280343,ENSP00000341562,0.15
CID000002336,ENSP00000341562,0.15
CID000005793,ENSP00000341828,0.15
CID000000177,ENSP00000341828,0.39
CID000000311,ENSP00000341828,0.267
CID000445675,ENSP00000341828,0.184
CID000002153,ENSP00000341828,0.39
CID000002519,ENSP00000341828,0.39
CID000439178,ENSP00000341828,0.168
CID000439174,ENSP00000341828,0.906
CID003086191,ENSP00000341828,0.273
CID000000338,ENSP00000341828,0.689
CID000000991,ENSP00000341828,0.192
CID000449459,ENSP00000341828,0.257
CID002733525,ENSP00000341828,0.161
CID000439544,ENSP00000341828,0.943
CID003001028,ENSP00000341828,0.218
CID000006325,ENSP00000341828,0.227
CID000015625,ENSP00000341828,0.215
CID000000753,ENSP00000341828,0.906
CID005280492,ENSP00000341828,0.21
CID000105024,ENSP00000341828,0.259
CID005281426,ENSP00000341828,0.157
CID000005154,ENSP00000341828,0.232
CID005280934,ENSP00000341828,0.18
CID005281166,ENSP00000341828,0.194
CID000193735,ENSP00000341828,0.338
CID000000175,ENSP00000342007,0.831
CID000000961,ENSP00000342007,0.914
CID000000977,ENSP00000342007,0.923
CID000001003,ENSP00000342007,0.182
CID000000783,ENSP00000342007,0.9
CID000005884,ENSP00000342007,0.9
CID000005885,ENSP00000342007,0.926
CID000000283,ENSP00000342007,0.166
CID000000712,ENSP00000342007,0.909
CID000000867,ENSP00000342007,0.187
CID000003893,ENSP00000342007,0.163
CID000445638,ENSP00000342007,0.184
CID000441449,ENSP00000342007,0.161
CID000010214,ENSP00000342007,0.9
CID000159296,ENSP00000342007,0.9
CID000001117,ENSP00000342007,0.169
CID000000137,ENSP00000342007,0.161
CID006440013,ENSP00000342007,0.175
CID000006508,ENSP00000342007,0.173
CID000447277,ENSP00000342007,0.162
CID000637542,ENSP00000342007,0.746
CID005280352,ENSP00000342007,0.757
CID000440776,ENSP00000342007,0.15
CID000001188,ENSP00000342007,0.199
CID000002153,ENSP00000342007,0.985
CID000005429,ENSP00000342007,0.923
CID000002519,ENSP00000342007,0.991
CID000004687,ENSP00000342007,0.961
CID000068374,ENSP00000342007,0.159
CID000091611,ENSP00000342007,0.393
CID000070639,ENSP00000342007,0.239
CID000080220,ENSP00000342007,0.917
CID000069726,ENSP00000342007,0.395
CID000079437,ENSP00000342007,0.281
CID000108214,ENSP00000342007,0.399
CID000088299,ENSP00000342007,0.283
CID005280389,ENSP00000342007,0.715
CID000034755,ENSP00000342007,0.9
CID000174174,ENSP00000342007,0.8
CID000656497,ENSP00000342007,0.178
CID000000996,ENSP00000342007,0.161
CID000000289,ENSP00000342007,0.249
CID000000241,ENSP00000342007,0.154
CID000006115,ENSP00000342007,0.488
CID000000980,ENSP00000342007,0.181
CID000162180,ENSP00000342007,0.193
CID005484731,ENSP00000342007,0.182
CID000000702,ENSP00000342007,0.834
CID000000887,ENSP00000342007,0.258
CID000003776,ENSP00000342007,0.194
CID000439155,ENSP00000342007,0.9
CID000000402,ENSP00000342007,0.206
CID005280489,ENSP00000342007,0.586
CID000006031,ENSP00000342007,0.18
CID000011082,ENSP00000342007,0.252
CID000000798,ENSP00000342007,0.18
CID005284371,ENSP00000342007,0.257
CID000002554,ENSP00000342007,0.969
CID000003676,ENSP00000342007,0.913
CID002733525,ENSP00000342007,0.827
CID000003385,ENSP00000342007,0.958
CID000003035,ENSP00000342007,0.738
CID000003036,ENSP00000342007,0.748
CID000039929,ENSP00000342007,0.729
CID000042128,ENSP00000342007,0.752
CID000036231,ENSP00000342007,0.73
CID000036188,ENSP00000342007,0.727
CID000035823,ENSP00000342007,0.735
CID000038019,ENSP00000342007,0.726
CID000145068,ENSP00000342007,0.816
CID000005994,ENSP00000342007,0.819
CID000005870,ENSP00000342007,0.831
CID000006013,ENSP00000342007,0.332
CID000005757,ENSP00000342007,0.966
CID000005881,ENSP00000342007,0.733
CID003001028,ENSP00000342007,0.816
CID000005756,ENSP00000342007,0.15
CID000440623,ENSP00000342007,0.192
CID000247304,ENSP00000342007,0.7
CID000000942,ENSP00000342007,0.8
CID000006140,ENSP00000342007,0.163
CID011966126,ENSP00000342007,0.177
CID000637775,ENSP00000342007,0.162
CID006444037,ENSP00000342007,0.161
CID001549095,ENSP00000342007,0.172
CID001794426,ENSP00000342007,0.168
CID005280385,ENSP00000342007,0.161
CID000445858,ENSP00000342007,0.7
CID005280507,ENSP00000342007,0.162
CID005280536,ENSP00000342007,0.172
CID005371769,ENSP00000342007,0.179
CID000016323,ENSP00000342007,0.714
CID000007095,ENSP00000342007,0.728
CID000015625,ENSP00000342007,0.966
CID000000568,ENSP00000342007,0.159
CID000036187,ENSP00000342007,0.748
CID000063090,ENSP00000342007,0.927
CID000047289,ENSP00000342007,0.948
CID000004095,ENSP00000342007,0.819
CID000003121,ENSP00000342007,0.818
CID000002771,ENSP00000342007,0.847
CID000005778,ENSP00000342007,0.9
CID000000679,ENSP00000342007,0.198
CID000444899,ENSP00000342007,0.734
CID005280360,ENSP00000342007,0.8
CID000446284,ENSP00000342007,0.7
CID000439260,ENSP00000342007,0.8
CID000005815,ENSP00000342007,0.8
CID000000547,ENSP00000342007,0.217
CID000000681,ENSP00000342007,0.819
CID000351795,ENSP00000342007,0.173
CID000001864,ENSP00000342007,0.914
CID056928123,ENSP00000342007,0.179
CID025001002,ENSP00000342007,0.154
CID005281426,ENSP00000342007,0.363
CID000008815,ENSP00000342007,0.712
CID014777879,ENSP00000342007,0.162
CID005280343,ENSP00000342007,0.951
CID005280443,ENSP00000342007,0.865
CID005280445,ENSP00000342007,0.368
CID005280863,ENSP00000342007,0.87
CID000441066,ENSP00000342007,0.162
CID000160500,ENSP00000342007,0.161
CID000089594,ENSP00000342007,0.927
